Segment, TLL06, TLL05, TLL04, TLL03, TLL02, TLL01, TBAL4, TBAL3, TBAL2, TBAL1, TBPL4, TBPL3, TBPL2, TBPL1, TL10, TL09, TL08, TL07, TL06, TL05, TL04, TL03, TL02, TL01, TR01, TR02, TR03, TR04, TR05, TR06, TR07, TR08, TR09, TR10, TBPR1, TBPR2, TBPR3, TBPR4, TBAR3, TBAR4, TLR01, TLR02, TLR03, TLR04, TLR05, TLR06
10,0.0,0.0,0.19393939393939394,0.0,0.06868686868686869,0.0,0.00404040404040404,0.00101010101010101,0.0,0.05555555555555555,0.052525252525252523,0.030303030303030304,0.0,0.0,0.0030303030303030303,0.14747474747474748,0.2494949494949495,0.0,0.3232323232323232,0.03636363636363636,0.0,0.32727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20505050505050504,0.0404040404040404,0.0,0.0,0.0,0.10909090909090909,0.00101010101010101,0.08181818181818182,0.24646464646464647,0.05555555555555555,0.05454545454545454,0.006060606060606061,0.0,0.4535353535353535,0.3090909090909091,0.10303030303030303,0.03838383838383838
11,0.0707070707070707,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.029292929292929294,0.06363636363636363,0.025252525252525252,0.09292929292929293,0.007070707070707071,0.01818181818181818,0.00909090909090909,0.06666666666666667,0.06161616161616162,0.031313131313131314,0.013131313131313131,0.10303030303030303,0.025252525252525252,0.08888888888888889,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.06060606060606061,0.011111111111111112,0.011111111111111112,0.0,0.0,0.0,0.01818181818181818,0.014141414141414142,0.012121212121212121,0.1101010101010101,0.05454545454545454,0.015151515151515152,0.4666666666666667,0.06767676767676768,0.0696969696969697,0.09595959595959595,0.07777777777777778,0.13434343434343435
12,0.0,0.14545454545454545,0.00808080808080808,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15656565656565657,0.30303030303030304,0.25353535353535356,0.17373737373737375,0.3393939393939394,0.0,0.0,0.051515151515151514,0.0,0.0,0.1696969696969697,0.13333333333333333,0.21818181818181817,0.00101010101010101,0.0,0.09090909090909091,0.0,0.0,0.01717171717171717,0.0,0.0,0.029292929292929294,0.05454545454545454,0.0,0.0696969696969697,0.0,0.11616161616161616,0.0,0.0,0.06161616161616162,0.0,0.1191919191919192
13,0.29797979797979796,0.0,0.10808080808080808,0.08181818181818182,0.17272727272727273,0.0,0.029292929292929294,0.0,0.0,0.2909090909090909,0.044444444444444446,0.0,0.10808080808080808,0.08484848484848485,0.00202020202020202,0.046464646464646465,0.2777777777777778,0.049494949494949494,0.38282828282828285,0.11212121212121212,0.08282828282828283,0.07474747474747474,0.301010101010101,0.06161616161616162,0.007070707070707071,0.0030303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06464646464646465,0.0,0.11414141414141414,0.011111111111111112,0.04141414141414142,0.10808080808080808,0.047474747474747475,0.0,0.10606060606060606,0.00404040404040404
14,0.0,0.16666666666666666,0.0,0.07171717171717172,0.01818181818181818,0.0030303030303030303,0.00505050505050505,0.0,0.00101010101010101,0.0,0.006060606060606061,0.0,0.025252525252525252,0.0,0.015151515151515152,0.35353535353535354,0.20202020202020202,0.3686868686868687,0.07171717171717172,0.0,0.22828282828282828,0.043434343434343436,0.2101010101010101,0.021212121212121213,0.0,0.00101010101010101,0.0,0.03232323232323232,0.00202020202020202,0.0,0.1797979797979798,0.03636363636363636,0.0,0.00909090909090909,0.0,0.24848484848484848,0.13535353535353536,0.0,0.0,0.007070707070707071,0.08888888888888889,0.03939393939393939,0.12121212121212122,0.00101010101010101,0.0101010101010101,0.024242424242424242
15,0.1595959595959596,0.00101010101010101,0.0,0.00505050505050505,0.03636363636363636,0.022222222222222223,0.0808080808080808,0.00404040404040404,0.021212121212121213,0.051515151515151514,0.030303030303030304,0.12222222222222222,0.01818181818181818,0.00202020202020202,0.0,0.06565656565656566,0.0,0.03737373737373737,0.06868686868686869,0.00202020202020202,0.031313131313131314,0.06060606060606061,0.02727272727272727,0.09797979797979799,0.052525252525252523,0.05454545454545454,0.05353535353535353,0.0,0.0,0.029292929292929294,0.0,0.06161616161616162,0.01919191919191919,0.04242424242424243,0.06363636363636363,0.23434343434343435,0.0,0.1393939393939394,0.08484848484848485,0.0,0.09090909090909091,0.05353535353535353,0.14545454545454545,0.11313131313131314,0.13131313131313133,0.15151515151515152
16,0.0,0.4121212121212121,0.06161616161616162,0.049494949494949494,0.1606060606060606,0.0,0.0,0.0,0.01717171717171717,0.0,0.0,0.00202020202020202,0.0,0.0,0.01717171717171717,0.013131313131313131,0.0,0.01717171717171717,0.043434343434343436,0.0,0.0,0.007070707070707071,0.0030303030303030303,0.11717171717171718,0.0,0.00909090909090909,0.0,0.0,0.014141414141414142,0.00202020202020202,0.0,0.0,0.03434343434343434,0.012121212121212121,0.2868686868686869,0.03737373737373737,0.08888888888888889,0.00404040404040404,0.4080808080808081,0.0,0.14343434343434344,0.01919191919191919,0.0707070707070707,0.41919191919191917,0.0,0.0797979797979798
17,0.0,0.0,0.0,0.0,0.0,0.0,0.00101010101010101,0.0,0.0,0.00505050505050505,0.0,0.00404040404040404,0.0,0.17676767676767677,0.07474747474747474,0.00101010101010101,0.0,0.0,0.1191919191919192,0.0,0.0,0.04141414141414142,0.044444444444444446,0.17474747474747473,0.0,0.0,0.1484848484848485,0.0,0.0,0.14545454545454545,0.0,0.10303030303030303,0.1484848484848485,0.0,0.06666666666666667,0.03232323232323232,0.0,0.06565656565656566,0.0,0.01717171717171717,0.41515151515151516,0.01818181818181818,0.01919191919191919,0.26161616161616164,0.15656565656565657,0.03434343434343434
18,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.11212121212121212,0.0,0.0,0.08181818181818182,0.0,0.01919191919191919,0.2606060606060606,0.0,0.0,0.0202020202020202,0.011111111111111112,0.0,0.0,0.05858585858585859,0.0,0.021212121212121213,0.10707070707070707,0.0,0.029292929292929294,0.0,0.0030303030303030303,0.22727272727272727,0.00101010101010101,0.0,0.0,0.13636363636363635,0.28383838383838383,0.09898989898989899,0.0,0.0,0.2080808080808081,0.13232323232323231,0.43333333333333335,0.04242424242424243,0.09696969696969697,0.022222222222222223,0.01818181818181818,0.2313131313131313
19,0.0,0.10505050505050505,0.19292929292929292,0.00909090909090909,0.015151515151515152,0.1919191919191919,0.03939393939393939,0.04141414141414142,0.03232323232323232,0.15252525252525254,0.0,0.00404040404040404,0.0,0.25353535353535356,0.03232323232323232,0.0,0.052525252525252523,0.0797979797979798,0.012121212121212121,0.00202020202020202,0.045454545454545456,0.00202020202020202,0.09090909090909091,0.0,0.198989898989899,0.07474747474747474,0.0,0.0,0.1606060606060606,0.0,0.0,0.15454545454545454,0.01818181818181818,0.05858585858585859,0.0,0.023232323232323233,0.0,0.0,0.0,0.04242424242424243,0.06464646464646465,0.23535353535353534,0.3111111111111111,0.1303030303030303,0.02727272727272727,0.06868686868686869
