Segment, TLL06, TLL05, TLL04, TLL03, TLL02, TLL01, TBAL4, TBAL3, TBAL2, TBAL1, TBPL4, TBPL3, TBPL2, TBPL1, TL10, TL09, TL08, TL07, TL06, TL05, TL04, TL03, TL02, TL01, TR01, TR02, TR03, TR04, TR05, TR06, TR07, TR08, TR09, TR10, TBPR1, TBPR2, TBPR3, TBPR4, TBAR3, TBAR4, TLR01, TLR02, TLR03, TLR04, TLR05, TLR06
42,0.13232323232323231,0.12323232323232323,0.0,0.5121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7212121212121212,0.08686868686868687,0.0202020202020202,0.043434343434343436,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.1919191919191919,0.0,0.0,0.03838383838383838,0.01616161616161616,0.026262626262626262,0.0,0.4505050505050505,0.05858585858585859,0.0,0.0,0.0,0.00202020202020202,0.0,0.0,0.22626262626262628,0.0,0.0
43,0.0696969696969697,0.12121212121212122,0.0,0.07474747474747474,0.0,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.043434343434343436,0.08787878787878788,0.14343434343434344,0.12121212121212122,0.16464646464646465,0.0595959595959596,0.0,0.2919191919191919,0.0,0.0,0.29494949494949496,0.08181818181818182,0.29494949494949496,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.37575757575757573,0.0,0.01616161616161616,0.0,0.026262626262626262,0.0,0.00808080808080808,0.03232323232323232,0.14747474747474748,0.11515151515151516,0.022222222222222223,0.0
44,0.02727272727272727,0.0,0.0,0.02727272727272727,0.0202020202020202,0.05656565656565657,0.0,0.27474747474747474,0.04141414141414142,0.0,0.08484848484848485,0.0404040404040404,0.00808080808080808,0.03636363636363636,0.024242424242424242,0.051515151515151514,0.0,0.0,0.0,0.0,0.07676767676767676,0.0,0.0,0.0,0.1797979797979798,0.04141414141414142,0.11515151515151516,0.045454545454545456,0.19090909090909092,0.29292929292929293,0.1101010101010101,0.19494949494949496,0.09090909090909091,0.05555555555555555,0.08686868686868687,0.024242424242424242,0.07171717171717172,0.03636363636363636,0.0,0.01616161616161616,0.0,0.2868686868686869,0.044444444444444446,0.00101010101010101,0.0,0.0
45,0.0,0.10202020202020202,0.0,0.00505050505050505,0.17777777777777778,0.0030303030303030303,0.06666666666666667,0.03636363636363636,0.0,0.0,0.0,0.0,0.06363636363636363,0.0,0.12626262626262627,0.3,0.00404040404040404,0.15656565656565657,0.25353535353535356,0.24646464646464647,0.06868686868686869,0.03939393939393939,0.0030303030303030303,0.0,0.0,0.0,0.0101010101010101,0.0,0.0,0.0,0.24646464646464647,0.0,0.0,0.12424242424242424,0.007070707070707071,0.10505050505050505,0.0,0.049494949494949494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05757575757575758,0.0,0.0,0.0,0.0,0.1292929292929293,0.08787878787878788,0.12828282828282828,0.17676767676767677,0.2595959595959596,0.044444444444444446,0.18383838383838383,0.18383838383838383,0.0,0.0,0.0,0.0,0.0,0.0,0.01919191919191919,0.0,0.2737373737373737,0.2222222222222222,0.20303030303030303,0.402020202020202,0.21313131313131314,0.0,0.29393939393939394,0.31414141414141417,0.026262626262626262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.31414141414141417,0.0,0.0,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.22828282828282828,0.1606060606060606,0.42424242424242425,0.4292929292929293,0.09696969696969697,0.0,0.0,0.00101010101010101,0.0,0.0,0.10101010101010101,0.0,0.0,0.0,0.0,0.0,0.03939393939393939,0.0,0.0,0.05656565656565657,0.00404040404040404,0.3878787878787879,0.0,0.10101010101010101,0.18484848484848485,0.0,0.0,0.0,0.0,0.0,0.026262626262626262,0.0
48,0.029292929292929294,0.00101010101010101,0.0,0.08484848484848485,0.047474747474747475,0.0,0.011111111111111112,0.0,0.0,0.1191919191919192,0.0,0.0,0.0,0.0,0.0,0.014141414141414142,0.06868686868686869,0.12626262626262627,0.21616161616161617,0.0,0.0,0.05858585858585859,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.04242424242424243,0.0,0.0,0.007070707070707071,0.03434343434343434,0.17474747474747473,0.0,0.0,0.07777777777777778,0.09494949494949495,0.08585858585858586,0.10202020202020202,0.09494949494949495,0.0,0.0,0.43333333333333335,0.044444444444444446,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101010101010101,0.046464646464646465,0.0,0.2292929292929293,0.0,0.17575757575757575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1202020202020202,0.46060606060606063,0.0,0.01919191919191919,0.08787878787878788,0.42323232323232324,0.1595959595959596,0.3575757575757576,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.13434343434343435,0.0707070707070707,0.07171717171717172,0.2494949494949495,0.0,0.0,0.10404040404040404,0.0,0.06262626262626263,0.00202020202020202,0.12626262626262627,0.028282828282828285,0.2595959595959596,0.0,0.12323232323232323,0.03939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.00505050505050505,0.0,0.048484848484848485,0.04242424242424243,0.00202020202020202,0.18383838383838383,0.0,0.04242424242424243,0.3878787878787879,0.0,0.2191919191919192,0.11515151515151516,0.0,0.07373737373737374,0.0,0.1707070707070707,0.0,0.0202020202020202,0.0,0.09191919191919191,0.2101010101010101,0.0
51,0.0,0.0,0.0,0.0,0.030303030303030304,0.44343434343434346,0.0,0.013131313131313131,0.0,0.0,0.0,0.0,0.0,0.0,0.1191919191919192,0.16363636363636364,0.24545454545454545,0.14242424242424243,0.26565656565656565,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.0,0.023232323232323233,0.0,0.09090909090909091,0.03434343434343434,0.0,0.15252525252525254,0.043434343434343436,0.18888888888888888,0.0,0.0,0.0,0.0,0.012121212121212121,0.08383838383838384,0.15656565656565657,0.0,0.0,0.0,0.0,0.0
52,0.0707070707070707,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.026262626262626262,0.0,0.03737373737373737,0.0,0.26565656565656565,0.0,0.15757575757575756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919191919191919,0.4494949494949495,0.0,0.0,0.41818181818181815,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.07373737373737374,0.046464646464646465,0.32626262626262625,0.051515151515151514,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9949494949494949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.09696969696969697,0.15252525252525254,0.31414141414141417,0.00505050505050505,0.0,0.028282828282828285,0.0,0.00404040404040404,0.030303030303030304,0.0,0.0,0.031313131313131314,0.07878787878787878,0.0,0.42727272727272725,0.013131313131313131,0.1717171717171717,0.17777777777777778,0.015151515151515152,0.0,0.0,0.06161616161616162,0.0,0.0,0.0,0.0,0.0,0.0,0.0101010101010101,0.022222222222222223,0.049494949494949494,0.043434343434343436,0.0,0.20606060606060606,0.00202020202020202,0.0,0.0,0.0,0.00101010101010101,0.0898989898989899,0.06060606060606061,0.025252525252525252,0.0,0.014141414141414142,0.10202020202020202,0.08181818181818182
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.6828282828282828,0.5484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4313131313131313,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00808080808080808,0.0,0.0,0.0,0.29393939393939394
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505050505050505,0.08484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323232323232323,0.044444444444444446,0.0,0.0,0.03636363636363636,0.0,0.0,0.013131313131313131,0.0,0.0,0.0030303030303030303,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052525252525252523,0.28484848484848485,0.0,0.0,0.0,0.0,0.0,0.0898989898989899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7535353535353535,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0
58,0.12222222222222222,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.10909090909090909,0.0,0.0,0.30707070707070705,0.0,0.00909090909090909,0.0,0.22828282828282828,0.7929292929292929,0.0,0.0,0.044444444444444446,0.0,0.0030303030303030303,0.0,0.0404040404040404,0.0,0.0,0.0,0.0,0.0,0.0030303030303030303,0.00404040404040404,0.03333333333333333,0.00202020202020202,0.11818181818181818,0.0,0.0,0.0,0.012121212121212121,0.14646464646464646,0.0,0.00101010101010101,0.0,0.0,0.0,0.0,0.0
59,0.12323232323232323,0.0,0.0,0.0,0.006060606060606061,0.0595959595959596,0.20505050505050504,0.0,0.1101010101010101,0.021212121212121213,0.0030303030303030303,0.03434343434343434,0.15555555555555556,0.03434343434343434,0.12222222222222222,0.0,0.31717171717171716,0.014141414141414142,0.07272727272727272,0.11515151515151516,0.006060606060606061,0.25555555555555554,0.12626262626262627,0.00808080808080808,0.0,0.0,0.396969696969697,0.05353535353535353,0.0,0.23939393939393938,0.21616161616161617,0.1101010101010101,0.006060606060606061,0.01717171717171717,0.0,0.0,0.012121212121212121,0.06767676767676768,0.03939393939393939,0.0,0.04141414141414142,0.029292929292929294,0.0,0.0,0.0,0.0
60,0.044444444444444446,0.12727272727272726,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.3939393939393939,0.0,0.014141414141414142,0.04141414141414142,0.045454545454545456,0.41414141414141414,0.044444444444444446,0.048484848484848485,0.0,0.007070707070707071,0.0,0.0,0.0101010101010101,0.15252525252525254,0.19696969696969696,0.0,0.0,0.07575757575757576,0.0,0.0,0.00808080808080808,0.0,0.0,0.10202020202020202,0.0,0.0,0.0,0.0,0.3111111111111111,0.00505050505050505,0.07777777777777778,0.045454545454545456,0.0,0.052525252525252523,0.0030303030303030303,0.07575757575757576
61,0.0,0.5787878787878787,0.32727272727272727,0.0,0.0,0.0,0.0,0.01717171717171717,0.07373737373737374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012121212121212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052525252525252523,0.0,0.0,0.0,0.0,0.0,0.01616161616161616,0.0,0.06363636363636363
62,0.0,0.0,0.007070707070707071,0.29494949494949496,0.0,0.025252525252525252,0.0,0.0,0.7141414141414142,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.0,0.043434343434343436,0.0,0.0,0.0,0.21414141414141413,0.0,0.0,0.0,0.0,0.0,0.07676767676767676,0.0,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.09696969696969697,0.0,0.0898989898989899,0.0,0.0
63,0.0,0.1383838383838384,0.013131313131313131,0.0,0.0,0.00808080808080808,0.044444444444444446,0.0,0.301010101010101,0.0,0.00404040404040404,0.12828282828282828,0.0,0.0,0.0,0.01717171717171717,0.00808080808080808,0.0,0.007070707070707071,0.18585858585858586,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.3888888888888889,0.06363636363636363,0.03939393939393939,0.031313131313131314,0.0,0.0101010101010101,0.0,0.29494949494949496,0.0,0.0,0.0,0.0,0.0,0.198989898989899,0.03434343434343434,0.046464646464646465,0.0,0.2191919191919192,0.01818181818181818,0.007070707070707071
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.15252525252525254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19292929292929292,0.0,0.014141414141414142,0.3565656565656566,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.06464646464646465,0.12727272727272726,0.18383838383838383,0.0,0.0,0.0,0.0,0.5505050505050505,0.00202020202020202,0.12727272727272726,0.05454545454545454,0.0,0.06565656565656566,0.0,0.0
