, TLL06, TLL05, TLL04, TLL03, TLL02, TLL01, TBAL4, TBAL3, TBAL2, TBAL1, TBPL4, TBPL3, TBPL2, TBPL1, TL10, TL09, TL08, TL07, TL06, TL05, TL04, TL03, TL02, TL01, TR01, TR02, TR03, TR04, TR05, TR06, TR07, TR08, TR09, TR10, TBPR1, TBPR2, TBPR3, TBPR4, TBAR3, TBAR4, TLR01, TLR02, TLR03, TLR04, TLR05, TLR06
 TLL06,0.0,1.449851120401117,2.79079263290042,2.5668139025678274,4.006420486081778,3.5396505871128734,2.940632651335629,2.729456384270435,2.0013516646786584,2.087473045953931,2.584617741381822,2.9295185892272277,1.6526393637951045,2.0905138665404324,12.0699956430222,5.190336677981726,3.823128474730221,5.564369862432317,166.53399693930564,3.375576745433472,3.5996068953591793,3.8828849803004966,3.1906003721877867,1.7998285826808684,2.665903161786198,2.7161371860739147,2.7433124957921047,2.7465785814941324,1560.434306715834,16.373082660216582,27.495247640498313,6.173540017118551,3.882699260267668,19.710564803266404,2.339506162068008,2.702865428012823,3.502707942873338,2.491349161231094,3.107764582858984,2.775283314552502,4.957926987358825,8.85794705951371,38.90029269688394,7.451048587316246,2.6240679273869167,2.477116878140501
 TLL05,1.449851120401117,0.0,2.023317584410985,2.291382474798005,3.92746610406139,3.8092789414951076,6.32236661688518,3.2449678950229757,2.8722173499848656,3.9928276143603045,3.4687238627624475,3.3847474069914067,2.6071355544683943,2.731451774748567,28.456161093547138,5.117137882984975,5.19409997953976,7.6855537196964985,21.191904388535573,6.440226422253101,6.688013530028159,7.27557322268989,6.179520781177775,2.5068077044569814,3.9263692023411574,3.7186787438770708,3.8341153981282248,4.267256945171939,6.157248740775783,5.321688849640706,10.052347757628546,44.70406956416776,8.182931479617526,70.33429899406656,3.0052539767584947,4.626290119332216,5.185818145126669,3.0200556475020006,5.009427866314774,4.474420342285751,8.116307702254964,5.169031636513298,12.91930538760622,4.284516635451867,2.486312332526701,2.007131664858687
 TLL04,2.79079263290042,2.023317584410985,0.0,1.3591581873657517,1.5227840719235484,1.8899805304141546,2.5625907322156745,2.949427404613075,9.400531677325118,215.29246559859283,2.648807989918522,2.532645218264135,4.98405749051595,4.217361263852935,4.20826458893305,4.086214344444132,4.075753910794497,3.1647037269959806,2.9611121487523717,60.950977074145264,371.0699453428768,118.51609581489438,30.339152163888105,3.979164638470964,14.986931054110094,60.04819481760805,41.35850741357938,18.474949100490935,3.610456941518319,2.7657980541517877,2.69973513489115,3.047018574297249,3.4761801195997464,1.93246254968976,4.026320231164508,2.9351420494246927,3.8212670955845316,2.8303065500968563,6.879796979733482,16.676400167745104,5.96011935485625,6.644364726472416,17.758113372162953,3.17900041599239,2.6122613893769246,2.6840741192246336
 TLL03,2.5668139025678274,2.291382474798005,1.3591581873657517,0.0,1.3590389732905295,1.6608025305462397,2.100299014962339,2.0561194825526368,3.9082082447870126,188.33189569597104,1.8755546681976625,2.651731072996149,4.057125150166413,2.900251171446437,4.394476266206603,4.570759442035653,4.134757636758045,4.469527466643869,3.8833374929372066,16.59794467168922,9.256388174698198,10.962304105174475,7.392889106809774,2.855145063017491,6.1468849083812485,9.07946876763954,10.1128049863687,11.650259767907432,5.59060944076674,5.368333633159311,5.4647070071196735,5.2087491378526165,5.651069384433215,2.4003269251674726,16.103722237058946,4.385971955501169,4.6327122140707635,3.1903440097160773,9.961060464767812,8.00087138666827,14.725852892780871,8.056977253029332,36.86622280130523,6.194299238790345,4.153588849635623,5.51027392232832
 TLL02,4.006420486081778,3.92746610406139,1.5227840719235484,1.3590389732905295,0.0,1.1372680788420968,2.6294184057008927,3.0905493109213857,6.117710343847753,44.79845422124742,2.439055540445759,3.4924518310091868,4.15999274703285,4.253048132408606,4.185624619621255,5.907242661860913,5.306648904651073,4.5223415555786755,3.3663948710902973,9.21379013874827,11.812190610698057,9.576938650491805,12.957384100429339,4.148702089657322,18.79172031259899,150.80291304640087,260.37717007976283,28.01100838128321,5.6375870075031065,4.563959093363782,4.289148014344327,4.6504029196915155,5.89429676953708,2.262481064198377,11.225782092944439,2.93056584422915,4.189566351419965,3.3422964743725236,23.342696869817882,12.29110721726993,12.355917039171704,3.859645696615165,12.00726753371133,3.4006132043307304,3.3432357328901032,5.72102765484224
 TLL01,3.5396505871128734,3.8092789414951076,1.8899805304141546,1.6608025305462397,1.1372680788420968,0.0,3.5040903232452663,4.027330925187347,5.7106803755702265,12.844073003709168,3.234862419323089,5.717237609311934,4.212359600103027,4.129058087086309,5.345834772718926,24.785499566842308,15.453768346417773,11.60941420498662,5.2466239702243325,7.454986048786726,9.225592697624498,8.589291528541732,9.201831807253564,3.335166302816889,5.4432406426864945,8.14841435165653,9.089370794719786,9.167319801201941,8.207977301203075,9.598175231550881,6.992618960641713,5.6682203138602905,5.262809088013098,2.8030188914518566,4.957372124599188,3.3633665593356694,5.595293324330944,3.849518937882898,14.744999748650072,6.020635591895578,67.73095273919283,2.8885175588371137,7.581073102406424,2.9364565521983454,3.082474895775386,5.692180658799502
 TBAL4,2.940632651335629,6.32236661688518,2.5625907322156745,2.100299014962339,2.6294184057008927,3.5040903232452663,0.0,1.3146043535661773,1.7074405738617433,4.201166502309741,1.3144320994502254,1.9052635680289183,3.1414841563006957,2.471393811832336,2.660807996259902,3.479405859221607,3.467738799272437,4.752765363963495,3.8752698786635493,38.423609375056365,10.813543109676996,13.082921739474026,7.0619210744049195,2.598033704657907,3.7299265409674662,4.6958429573267075,4.928395235372864,4.626475171778133,2.391005873186969,2.5003291503003626,2.848672162008774,3.0979180403962743,3.4220505708089513,2.213785320792797,4.322830544295081,4.16689242889856,6.623289872266928,3.3416534493873424,4.069444638791568,6.791465120128723,149.73312013415588,25.332039720543264,7.085235773822397,15.541730326335994,4.728995620713262,8.739509837588344
 TBAL3,2.729456384270435,3.2449678950229757,2.949427404613075,2.0561194825526368,3.0905493109213857,4.027330925187347,1.3146043535661773,0.0,1.2961633995557462,3.6766353537800827,1.111375330392893,1.3560917390605647,2.536784539048102,2.3545556414890365,3.4083180059148273,3.988749105832815,3.584430141706973,5.248515565804245,4.543023441698006,8.39671283970786,6.274833243328358,7.359929718634117,5.0262105630221345,2.032925991260778,3.8529676673802067,4.789281407909446,6.137825518608843,7.510943991817488,5.363622257281687,5.554106600539789,6.545870175698363,6.934101066001493,6.177752886307767,3.1005070281440155,4.070249533272917,7.469771777786284,6.5884854351495,3.3912346053090934,2.4652237737870513,4.472054416793276,9.087833434605209,9.424134958532788,18.996841039485226,14.673023293669598,4.888209990086164,6.171995878295783
 TBAL2,2.0013516646786584,2.8722173499848656,9.400531677325118,3.9082082447870126,6.117710343847753,5.7106803755702265,1.7074405738617433,1.2961633995557462,0.0,1.591710688559593,1.3854973500663004,1.5854118377510462,1.54987071302393,1.961367761675109,3.573942464198674,21.784354581980335,13.388582766023053,30.382277087022267,8.805940873402623,4.873941448347808,5.895204896517782,6.114167337912757,9.977373094946357,1.5302570453961446,2.443490448825427,2.7835949705404373,2.999686389757914,3.0408566215339152,18.520079916158526,84.29625704595402,27.32727284391237,7.667584175423884,4.446064615753273,21.928298908556805,2.951654594740024,7.359112048906346,4.656512602798851,4.470882376133794,2.266782700220722,3.3020857398064853,3.394556013189205,5.773224637379231,6.40953861781268,9.1512524175198,3.1394878315329082,3.7354431667343277
 TBAL1,2.087473045953931,3.9928276143603045,215.29246559859283,188.33189569597104,44.79845422124742,12.844073003709168,4.201166502309741,3.6766353537800827,1.591710688559593,0.0,3.90635783883574,2.8283624670628678,1.4333029766814054,1.9818756404505304,6.518816860793603,7.220637621131904,6.598729565982032,8.75422331172431,72.90671068134124,2.644427802427475,2.667004659960844,2.883034899797481,2.7950283999710113,1.852476180554352,2.447323393142733,2.357888423317764,2.2385737680268503,2.148039945660026,10.189147045634883,32.80149735166302,25.311856251777154,5.496745978090056,3.190985215419766,11.699190988259593,3.2677419954742946,5.642530305985861,5.895459636564898,3.8260135209138793,2.414833958277159,2.7291444206773328,4.8426468134755405,16.465594489341225,4.831944670953996,6.3775533735482695,2.613741181994022,2.550514454904635
