, TLL06, TLL05, TLL04, TLL03, TLL02, TLL01, TBAL4, TBAL3, TBAL2, TBAL1, TBPL4, TBPL3, TBPL2, TBPL1, TL10, TL09, TL08, TL07, TL06, TL05, TL04, TL03, TL02, TL01, TR01, TR02, TR03, TR04, TR05, TR06, TR07, TR08, TR09, TR10, TBPR1, TBPR2, TBPR3, TBPR4, TBAR3, TBAR4, TLR01, TLR02, TLR03, TLR04, TLR05, TLR06
 TLL06,0.0,7.927633310738845,1.872435537534082,1.1485315127745153,1.5438863714606907,1.3543990620922983,1.7039801487669826,1.8152829457317696,2.3727612862008653,1.9055677891231366,1.5495325507843654,1.4417231337749463,1.6140141688978635,1.7484412745339704,2.672709839059369,40.27950396419112,9.105077240963551,9.183535925354194,12.879997456032802,4.340794349993561,3.551288521666823,4.5440929934096,3.1529944597397686,1.9027925272297568,6.487469663395577,12.176937003027861,49.36631692134536,14.108838995991997,315.2851365217379,746.3078140118845,20.155535952897164,17.242815627304925,17.068664790547604,8.191878983788746,3.3125185119725784,4.0424314283630665,2.7274350370533753,2.0660841994003705,2.849443515846314,1.796034563582566,1.670264092909297,3.3670871730189234,2.1275228895052396,5.72773221718408,3.300608101329929,2.1618425577764797
 TLL05,7.927633310738845,0.0,1.385428751425473,12.65635333379065,2.655052956655359,2.655975537425132,1.9184418784986887,2.2139956173246804,3.9966801731272477,1.61456664958293,1.9538029640124583,1.7059939743059198,1.5225189310627911,1.6734021066934106,1.7411507019320183,4.438978246199395,3.4649013302305938,4.01386521718859,4.918394303944831,1.4285768214700387,1.385555180608694,1.6182266153802307,1.5103548586992244,1.4783588327187007,1.9669370347742063,2.0570489014900004,2.0947182110436255,2.161148171070217,1.8186956012710425,1.862249361171897,2.1300726896263167,2.3378404730273847,2.0561451763170333,1.9154217399235949,2.2448185851320877,2.864178620328246,2.160971286944794,2.0250079473152214,2.5093678031919153,2.1568601228794897,13.502098075706565,2.480375413669113,3.6316613975185104,1.9983976362007823,2.022564200672112,1.8503513453107687
 TLL04,1.872435537534082,1.385428751425473,0.0,1.6080444055114684,1.5027123311442072,1.4228351982057894,1.4663716449668676,1.570742500303862,2.4242523822605624,1.3667374965145282,1.3602071105687112,1.3048125030681073,1.2255144135830405,1.3295680573657174,1.7542059830411747,10.002547209628357,6.421015249338893,5.856461308247961,4.971444916816685,1.5602203213367694,1.4158690202881428,1.57815336973139,1.4187964831648823,1.3378712093716898,2.1131002954005185,2.3343391131646847,2.6137963968647564,3.3087624239683797,2.3521915811884875,2.466410487761577,2.516163530537088,2.8355894201089926,2.8403278493633475,2.2847073996461384,2.332218967258295,2.907743142719735,1.9547863986570222,1.5038002486048099,1.9407751872178838,1.65524410139361,2.697016761861127,2.0099900516847256,1.9962679059035673,1.9227074782698117,1.7793340296305946,1.4573543537955402
 TLL03,1.1485315127745153,12.65635333379065,1.6080444055114684,0.0,1.2616482721135935,1.2083572524031971,1.7572599942215996,1.660021523203906,3.6584018940540104,1.6535457479202327,1.4024077186175072,1.4512408335823628,1.614983158301103,1.7568424057489171,2.982646937360408,76.01889016394243,24.87300885294364,11.730044586937375,7.408485391333089,3.9520755308093674,3.5714103063964497,3.8447291956292267,2.9207704523058937,1.8484498302079415,3.7301483905754154,4.756341989475229,7.436624854355045,13.652111248106271,8.2765045169099,16.472084505988335,14.028699573625163,22.022374559267806,11.309589781838973,7.773180797210656,3.4704410241416714,4.038310782116219,2.52999060734162,1.8701305736589533,2.563843648507766,1.6875203294403183,1.4896925094673212,2.6481236985861445,1.7459861230734945,3.828009004176396,2.5415925887918234,1.8458426548748323
 TLL02,1.5438863714606907,2.655052956655359,1.5027123311442072,1.2616482721135935,0.0,1.0661715384844108,1.3410198337792134,1.3405655950541882,3.6292486692913637,1.3297445389323517,1.2497738252997856,1.2953796954118928,1.3407396823457542,1.4238430452427482,1.9785022974041884,4.916086121955948,4.912640337513663,3.763333813108053,2.8354573876558105,1.9657176538518046,2.163267351491141,2.0450307256381874,1.7448769940301685,1.3454853688488788,2.4344261898021595,2.6828234314232002,2.998605118161999,3.2002946954107094,2.5234543057390746,3.1567342779937153,3.557153348717786,4.100998088693709,2.8282698356744214,3.2916424759173837,2.2816683904500787,2.98016366420445,1.8538074152160164,1.517357278130228,2.023971206906624,1.3202965293345437,1.7413178184422704,2.1071987226485693,1.6348288415474117,2.0604386489452886,1.7779148091269368,1.4397186879226223
 TLL01,1.3543990620922983,2.655975537425132,1.4228351982057894,1.2083572524031971,1.0661715384844108,0.0,1.3904171944904502,1.3829819045985072,2.9257225325389307,1.4083779991847876,1.2759459011910022,1.2756681506532948,1.3472810319613333,1.4402233834198217,2.088584518096165,6.784370044456027,6.114300882098644,5.422711800374041,4.602591920878506,2.268959214679826,2.23060406588696,2.2506831807118455,1.8809667800054362,1.4117746577402148,2.9026214364657887,3.520400819818522,4.419431132505021,5.253917290231663,3.3646283961483046,4.101615426420165,4.208937143093412,4.60788236663635,3.8211236741537085,3.7205388198491787,2.235616532094722,3.049206284340028,1.934731256829223,1.5757448118044297,2.319096632552912,1.3576996723612738,1.7323614564888619,2.0405808671368333,1.654852158165332,2.1945992813846504,1.9067830294946013,1.4796433895271006
 TBAL4,1.7039801487669826,1.9184418784986887,1.4663716449668676,1.7572599942215996,1.3410198337792134,1.3904171944904502,0.0,1.1991627804413894,1.9963420272678134,1.3397216796723546,1.2152560271615258,1.182963967286542,1.2059778497832334,1.287697857994809,1.5199686660610563,3.163291293407524,3.028005153780667,2.8886688995224414,2.7492902084890853,1.5743751855227786,1.6401156115837012,1.6823327891617639,1.466009916522466,1.2342634319162982,2.235671659625764,2.574363734323051,2.935490861144346,3.638493121761665,2.7116301341817346,2.5611751390596993,2.4210917972528976,2.559110171258962,3.553389424441355,2.477723111341272,2.243699326439406,2.7733756363309,1.7498321557560936,1.3311688842044094,1.7706935082283042,1.3460255145406068,2.1598684248457563,1.9804210626613024,1.8290213833978801,1.8445469038992157,1.7620794223728502,1.4111620344667948
 TBAL3,1.8152829457317696,2.2139956173246804,1.570742500303862,1.660021523203906,1.3405655950541882,1.3829819045985072,1.1991627804413894,0.0,2.975718098144815,1.2461699933758397,1.1657450037032524,1.173728358728659,1.2682462343166898,1.2407820136857284,1.6035761396271704,3.8647020269562566,3.0005041266747163,2.6378999673394286,2.3980582429684123,1.817574116096318,2.0018093754753017,2.1493425033896725,1.8075168469622303,1.2473699399352733,2.2050417897368972,2.5658627792699558,3.212080003300293,3.340411555776365,2.501452433452458,3.0402938145482215,3.079834592871866,3.6094311101165264,2.989729833616527,3.13349812710771,2.5070416927164505,3.6480294812754983,2.2234617585546106,1.4985850965649619,2.0980547652450943,1.3916798270773882,1.8288501212961068,1.848429468146897,1.690085410467662,2.0869607490362747,1.8350912320056851,1.477228447044921
 TBAL2,2.3727612862008653,3.9966801731272477,2.4242523822605624,3.6584018940540104,3.6292486692913637,2.9257225325389307,1.9963420272678134,2.975718098144815,0.0,7.701072412426522,3.4561612067236975,2.028430870404328,1.8909896657684981,1.9685963958049888,2.1430128605446,6.414396923441731,8.427354335430993,14.60240073032218,18.102535558759183,2.4482837868608205,1.8481261051206357,1.9927651504367074,1.976876256967335,2.3031746261185524,18.15105903462552,334.08592612089825,28.184291079123085,4.948407036670329,13.12495517904217,4.4484789367639985,2.401135987299213,2.215482263257445,5.733564233353613,3.024539167821136,3.4477956083668087,3.3373225049219575,2.367880700296464,2.249142532805699,2.592110407615349,2.6672910377799193,6.022089802606568,5.353839880719363,3.451068110797335,3.5395156522056572,4.488432599977597,3.380019061453866
 TBAL1,1.9055677891231366,1.61456664958293,1.3667374965145282,1.6535457479202327,1.3297445389323517,1.4083779991847876,1.3397216796723546,1.2461699933758397,7.701072412426522,0.0,1.1588522376053798,1.1802653623531059,1.1830587615917267,1.2688418586707488,1.5695323784216704,4.349989384522538,2.9987225806925584,2.6194335626941085,2.460947192758972,1.5025838441369186,1.6699124497003557,1.836143405204493,1.5690779256738752,1.1288471408235716,1.5947845854990133,1.7535962130128089,2.03940587213417,1.9573510351442107,1.674852634309513,2.3504546759834404,2.961252242301018,3.7939046828347265,2.0026115207667345,2.5105170802340564,2.2358263291367106,2.5219189639294197,1.8099629185327175,1.453380603187405,1.974092169338872,1.4127306212050623,1.7623566012114935,1.7772913476357697,1.6218376134592731,1.8530849599824333,1.5765181315425267,1.354280058438138
