, TLL06, TLL05, TLL04, TLL03, TLL02, TLL01, TBAL4, TBAL3, TBAL2, TBAL1, TBPL4, TBPL3, TBPL2, TBPL1, TL10, TL09, TL08, TL07, TL06, TL05, TL04, TL03, TL02, TL01, TR01, TR02, TR03, TR04, TR05, TR06, TR07, TR08, TR09, TR10, TBPR1, TBPR2, TBPR3, TBPR4, TBAR3, TBAR4, TLR01, TLR02, TLR03, TLR04, TLR05, TLR06
 TLL06,0.0,2.689860220877556,3.5810360376582535,1.1927264324615163,1.4978151152885846,1.3881512030492014,1.6029750207547688,1.759963918856484,1.4586832753974792,1.9326462901172745,1.663080781425095,1.4094100546322066,1.4840204935976342,1.5919081520370912,2.0186572262732327,8.88842673701421,2.548664940361296,2.527852705991746,4.585752919973775,2.1458452894849884,9.990369068850415,24.89905441795668,3.961669974173492,2.177386501161145,5.864599030631696,12.760053813367518,28.00043358621869,9.281801126356916,42.078292100802585,5.054617868814436,3.7884214794189637,3.1795801352745117,75.7814602211494,2.5575067578840773,19.149515593668237,12.50776732753892,7.3575683444059505,2.625755100117793,2.758540337361674,1.947946368629043,1.3905644858923962,3.9174420747875893,1.9717967911451488,8.581125000619672,7.767491010516629,2.484922664403168
 TLL05,2.689860220877556,0.0,1.5501457837631067,1.9635195274974238,14.541229006026867,8.159650917479924,4.960225005541797,4.742274176289543,5.0973671187206495,2.785776055673961,4.271998882765822,4.064149588133237,3.6009119869523216,9.778949071195731,3.7729179975720983,362.04844679844643,22.390383384500623,12.77627399030214,14.624372498779392,4.373839647059692,1.5541891649354744,1.8116572022801531,2.268757697505212,1.9122219653198924,4.490094894185349,3.2950628725103437,2.5942964616973034,2.2634278058761357,2.1649746050538305,2.2687797244236068,2.3427299243771538,4.044045110825118,2.7502030400644073,4.380972410203842,2.400970724287539,2.807714719700025,2.171819355889997,2.6237709405229093,2.8325550173924134,4.367868449834973,3.7103223623884025,3.1017231269296284,25.162847188454506,1.605322058639735,1.8965389825339234,2.326056918117889
 TLL04,3.5810360376582535,1.5501457837631067,0.0,5.550257692965027,1.8370623534079311,2.1844147962199782,1.642305771601925,1.9728459367385396,1.6174023039416041,1.5844398951642837,1.6819862464679243,1.5050129104191465,1.3815617580820072,2.1510098875580166,1.771486722292569,40.53510974415389,5.815767593593932,6.2843681894598244,4.694929518294315,1.750355890091353,1.4282216944957657,1.699290736412451,1.6088745638953141,1.2839870324234972,3.0934257450361797,3.067750120410604,2.6812964233229426,3.225412870794485,2.386810670637615,1.8082093692763628,1.670690476707692,2.126723862873206,3.3856308420922367,1.901991107354981,1.9570507495113718,2.5101489498243685,2.1686279335978917,1.6320133603803677,1.9752444211091922,1.8626115854249472,6.190894160515647,2.363049255041542,2.9120752530632066,2.024580538814186,1.6709105151013477,1.3651102828246928
 TLL03,1.1927264324615163,1.9635195274974238,5.550257692965027,0.0,1.505553102357247,1.2475630092318113,2.6671828860499236,2.552983216142701,2.4959539053835655,2.670274271699104,1.8455965613061758,1.8780546083220535,2.23180618476028,2.1142298715975776,2.480073974961328,4.025614654730874,2.1695145754463776,2.018127645371531,2.8791027495437036,2.5646902578472166,8.394484547810212,7.40766572936582,19.98039130933954,3.723606381687005,4.484501771587907,7.833011138854012,43.28428293413792,12.301521596320939,145.90170857016628,11.723870045525393,6.179453611894743,7.043761351094862,43.19840844788821,4.432793622009839,12.61453760892121,3801.484550418442,37.150146499478524,4.502891083916076,5.250077201601804,2.443257042738383,1.3596205247768982,6.73004723103768,2.023569777240604,3.6852684202795034,45.70385486442599,3.8764593800408567
 TLL02,1.4978151152885846,14.541229006026867,1.8370623534079311,1.505553102357247,0.0,1.1232654691725934,1.440267443957841,1.4010493126942516,1.5673375653086252,1.4431693955242657,1.3199049635559017,1.3017119680336486,1.477565606323063,1.4972606885592532,1.3934754827622107,3.025699404156081,1.910562290933698,2.0154344122037653,2.360987627829214,1.8334274723133346,3.349746722104501,4.960225951425431,3.0590844382282483,1.4646366819016319,1.9071890035172239,2.264036238522069,2.6476708068621297,3.5110195787340026,4.066345107642136,3.0552590080362556,2.2212700325508856,2.722339868476687,3.8030235693998646,2.917331134117825,2.7680017180283185,5.80577858186993,3.623625823363523,1.7687645318288159,2.096643391659259,1.5312072501776797,1.5157028681326756,1.7075158779940494,1.4896649132858044,3.7948169738478668,2.427397539781113,1.6097081073836657
 TLL01,1.3881512030492014,8.159650917479924,2.1844147962199782,1.2475630092318113,1.1232654691725934,0.0,1.6070921082612235,1.6680609308923398,1.6894962155105984,1.7446376415797282,1.4289307289526654,1.416368000231828,1.6156148406488635,1.643515724467011,1.669165767830328,3.4042831788847714,1.9487568616528437,1.9775813121608519,2.4742006766646036,1.83703712446921,6.638403244152498,10.668903740254427,3.9221253496860986,1.7583340988771599,2.265828642010274,2.7731010631583177,3.5881838139791555,6.407731549410819,5.847401550070858,4.028906632007856,2.729101405236094,3.5267322868816326,5.873938532487425,3.379864438155752,2.93385318143279,7.019397854285449,4.891496399465389,2.1107256604361098,2.4547401786060012,1.7011736633131829,1.5501021915315962,2.7318006786499582,1.7242481421350082,11.110454161861847,3.7294217201807895,1.9208394686442938
 TBAL4,1.6029750207547688,4.960225005541797,1.642305771601925,2.6671828860499236,1.440267443957841,1.6070921082612235,0.0,1.3466195649942458,1.11793543127206,1.628651106039939,1.6099411549844926,1.2705283309151012,1.2166974392198973,1.5223061835960727,1.6210075927617564,29.08175417273438,4.440346537842639,5.86088193248825,9.666176555171093,1.8136329902538386,1.7747971302046142,2.103567735540003,1.7223414007043345,1.3403168271661343,2.843645606502351,3.583987240813018,3.081601951303276,6.784336276378215,4.786987353555402,1.9968862383034367,1.7569981262705208,1.634496440948814,10.665819569768278,1.79213421676672,2.6182768803700043,2.884631068335478,2.1199480173430154,1.6434042211290043,1.8881471546455786,1.6415314199282172,2.5122908806991235,2.2026536875584473,2.056775695738298,2.311010010260692,1.9813506492929476,1.4947754247186824
 TBAL3,1.759963918856484,4.742274176289543,1.9728459367385396,2.552983216142701,1.4010493126942516,1.6680609308923398,1.3466195649942458,0.0,1.3546604252794316,1.459079330866068,1.4161749880719563,1.285599047284559,1.3541813917626704,1.2391329138475784,1.5740945603493945,6.9162990329161955,3.1576075215570336,3.4350757933429508,3.962692861791897,1.8984843856959386,2.063550918736842,2.614075066500087,2.1542565308879116,1.3533543927790104,2.4630334843136037,2.8368869079984718,2.693729391519223,3.6250493184528905,6.1654924938537485,3.0864364679723595,2.435403754622172,2.655051945121752,5.699412035720131,2.784349696467113,2.990729186966733,3.432901294098704,2.496414467537758,1.7427545649058622,1.8173572921843832,1.5824308283119075,1.9744134684475498,1.977532286828058,1.9220275034322003,2.758033357613967,1.9685091128976564,1.4589322076647524
 TBAL2,1.4586832753974792,5.0973671187206495,1.6174023039416041,2.4959539053835655,1.5673375653086252,1.6894962155105984,1.11793543127206,1.3546604252794316,0.0,1.6254685661215227,1.641481201332868,1.1916140875235117,1.1386096951807052,1.4257937738081623,1.6266853421542278,13.151232134572489,6.416315318303905,9.821601292680766,25.4339861483297,1.711143717900895,1.5914181717654714,1.9044704851662826,1.5345463220116957,1.2990157103932745,3.677086475432074,4.221142357903955,3.4060626308201734,9.386380282278415,9.170973804469,2.1803179966017887,1.783422895501973,1.5625490227168264,10.294732863606557,1.631845921374962,2.8160036637621833,2.519034795760537,1.9716492020780263,1.4749453874222975,1.7804059041243945,1.5330390178864217,2.175472883028163,2.4250668935900728,1.9997333266335136,2.829684745459636,2.1226838619788726,1.5346485089962272
 TBAL1,1.9326462901172745,2.785776055673961,1.5844398951642837,2.670274271699104,1.4431693955242657,1.7446376415797282,1.628651106039939,1.459079330866068,1.6254685661215227,0.0,1.3564247435814827,1.252597272136944,1.2420434857674378,1.5027408308877814,1.4355033795488554,3.9009177456576523,2.151584718294992,2.2192800205646797,2.5001518833087286,1.3480248929942684,1.8400666985940406,2.121870077145621,1.775181350315219,1.145056838834777,2.4754910530368783,2.657703151959032,2.8585984205801207,3.155196855597049,2.7040305323438236,2.0213668657894788,1.8328557933589387,2.6125096617017176,2.5449554298064574,2.198112057196892,2.6244421914666822,3.0574013549290227,2.4010365567400553,1.773259021174287,1.8839085552181891,1.475071032480109,2.313371909411082,2.162066366628545,2.213435425588852,3.0316744806564984,1.9075815941400203,1.462744617283306
