, TLL06, TLL05, TLL04, TLL03, TLL02, TLL01, TBAL4, TBAL3, TBAL2, TBAL1, TBPL4, TBPL3, TBPL2, TBPL1, TL10, TL09, TL08, TL07, TL06, TL05, TL04, TL03, TL02, TL01, TR01, TR02, TR03, TR04, TR05, TR06, TR07, TR08, TR09, TR10, TBPR1, TBPR2, TBPR3, TBPR4, TBAR3, TBAR4, TLR01, TLR02, TLR03, TLR04, TLR05, TLR06
 TLL06,0.0,1.5438533935961483,1.3290152320069573,1.4113387122826124,1.769753722020252,2.052645518767549,2.364499035507768,1.4997461531123712,1.6897601316257178,1.9814713733780427,2.012328430764519,1.733058370486906,2.8543340870965723,2.593202477408413,31.168582653179993,4.806546015612947,8.095210004105903,3.6340699440120465,10.712216505361836,7.2617742908028085,4.558483114150797,2.849575964059514,2.1641047050374205,1.9162887942838571,5.7005465993335065,6.362338119136486,12.006503781825494,10.511473073233208,4.01585899725886,3.410226345933833,3.5035475210758444,4.084138168337721,5.400063307044452,6.605681414642208,2.6700313412179395,4.011611765766397,2.5596631563236034,3.3806934498503587,3.4694226168914937,3.948262450755666,12.491706699269146,6.1215661699107775,5.470092233063807,3.741358163926762,3.146202959076081,2.9432329645609725
 TLL05,1.5438533935961483,0.0,1.0959075491674746,1.7326125959783925,2.0976005041388213,2.2977010612599287,11.549740723442644,2.1725044484684872,2.8572255933849937,4.438556773434482,5.386343349030602,2.781071716226399,8.323938204262017,5.35701515168828,12.403091723648078,6.808021309607863,24.619110990305312,11.05759689930493,484.725352848112,10.396107351212336,6.01362254769508,4.226883371462354,3.7594668135190803,4.186696862275154,36.61233474456499,1083.9894750773226,19.16693346846682,13.416404281317986,3.575911670313459,2.8524720923619533,3.315429030425572,5.726556444082371,6.351596923471595,64.23010284122769,3.8673070248066685,6.091529770015488,2.3344453412651665,2.506402579673303,5.545059845327087,28.55439773920881,7.764084706461641,5.965317048052723,14.704360389545426,8.904132986379535,10.332444560522413,10.578101786410008
 TLL04,1.3290152320069573,1.0959075491674746,0.0,1.3284918349852717,1.5779817260198405,1.8710294627239221,3.8413307676690955,1.5896704362549856,1.9423291799530065,2.6539860161884103,2.7310813889759036,2.117560932603462,5.356036100396057,3.7987964882871186,30.47105770131046,9.194091270527675,66.81588679349593,6.688319039800792,48.1218511867443,6.493402799721423,4.668864563936406,3.3335143816428046,2.8995854256385427,2.863610409506866,60.277452314304554,392.2195172951334,13.87928061168948,13.349092808777216,3.35895491921254,2.6219851677291963,2.924674751580175,4.29901275524191,6.042399468641713,10.191566386149244,2.9664213183118147,6.2692894966274375,2.3296826022972548,2.1580099872631537,5.056715583669442,8.500928463011967,14.264810899971238,5.770902231621078,7.536309279793565,5.834094890397281,4.726518392708873,4.219853011509357
 TLL03,1.4113387122826124,1.7326125959783925,1.3284918349852717,0.0,1.1825000222771975,1.6017266775909227,2.4796946403585203,1.4337329930661442,1.7617260330031874,2.159449600719834,1.9491903204113232,1.9702249897950956,4.162411296867495,2.790384839801698,31.86274354445769,9.174858745310015,103.56421254746428,6.3026021664020595,12.798429177942543,6.510541949301546,3.603295652387855,2.853284666836781,2.5605286426373772,2.265380772320743,5.878702609575718,12.985203702704943,11.517286970858812,10.353106230887457,5.521061964228532,4.442459640476712,5.853165231637325,8.72368687919183,18.257769973764816,14.81137049717978,3.0460956289217123,18.788066791817734,3.9105046032464954,3.8159802059307126,5.010154976688763,2.9794463577366996,107.43612414452896,3.7765979101043667,3.6739638235400225,3.267956357223175,3.506038817395041,2.906350212971142
 TLL02,1.769753722020252,2.0976005041388213,1.5779817260198405,1.1825000222771975,0.0,1.1539585206776095,2.49023694156225,1.7036980889597528,1.8576323899418767,2.1820388290171175,2.179947552043611,2.1090810030268217,3.851910948196413,2.8509119231833746,54.40597064713574,10.227292208235408,58.500289863502054,8.179887632679973,35.558563937332096,5.479685063237041,2.913865635439498,2.3419493044042854,2.230723719940932,2.3623496172355254,10.168185150896159,20.20940591171777,18.10029724298715,28.153189976788983,3.6089786286375474,3.065912937833466,3.7882246288669776,4.905028417427637,5.945654672699337,7.049456932353069,2.9966371394492546,15.802676505824019,3.692439949486349,3.354400545279333,8.201483993753289,3.1497966461062994,199.72513010143268,2.994995845832382,2.955948199200414,2.6885828494652895,3.5322614080907657,2.869736512267877
 TLL01,2.052645518767549,2.2977010612599287,1.8710294627239221,1.6017266775909227,1.1539585206776095,0.0,2.759952391163054,2.2270785584629227,2.3149034338364163,2.450535801158249,2.930501682352505,2.379588637662011,4.632710138615342,3.0233072508402836,26.77494897324402,8.080167416912222,37.64462901752364,9.810703990896764,29.52721985359092,4.254282108748699,3.013841660900904,2.4906282813575586,2.3524870787438807,2.577834030959721,14.058233669836051,12.065028502382685,15.30491284449629,10.404542515300008,2.7311741306601007,2.529824446140844,3.010221668728253,3.7323891139299845,4.1748420129463435,5.08424791483244,3.723694787609622,6.383530181829929,3.191801627667698,3.5169917545452165,14.532469472715725,3.412092742834873,21.35644468919729,2.8448207288472283,3.420850838671377,3.4239643139118843,4.014349992462409,3.820762810405844
 TBAL4,2.364499035507768,11.549740723442644,3.8413307676690955,2.4796946403585203,2.49023694156225,2.759952391163054,0.0,1.302687706710696,1.3466661540098053,1.2785532220191809,1.112509759748332,1.2791518468676424,1.5584290500661244,1.8365032592825397,5.995906828125408,2.771733195583242,4.982868300064235,60.74222740405458,4.238914137558947,4.298295832749647,2.4722427721105187,1.7944455915694828,1.4988117215028047,1.4936537898727242,11.172312325431776,5.321572065749989,6.592366856273735,4.844369462344856,4.283253402501445,2.6800383146463256,2.2880032293551595,2.0892242455745533,2.8710434519664885,2.150525857348188,2.6157634965311223,4.260823037360821,11.413566679136048,3.678333319202929,4.853151544679378,2.0843341400874977,8.050658647160736,2.7954317263037787,2.5838766410826963,3.0564236038392205,2.681670257103792,2.881123750698321
 TBAL3,1.4997461531123712,2.1725044484684872,1.5896704362549856,1.4337329930661442,1.7036980889597528,2.2270785584629227,1.302687706710696,0.0,1.1411668334037544,1.2754108398956563,1.153257419575049,1.1723877100468751,1.558625873002751,1.6020382878437402,7.588498975306209,3.480602009824497,16.944390649962564,5.991439834749629,4.956071590154252,4.426854893271642,2.6774507134744376,1.9380759086979624,1.5469341525406082,1.3866497205997357,8.546398458604495,6.7381021537295815,22.86814800980789,13.046357338286134,6.279827795478242,3.456453289753091,3.1302626829279636,3.4078967207454487,5.18281518198851,5.508817512739904,2.0572565474071887,4.918324865083651,4.192690120661611,2.845721776010952,3.7267227098928783,3.0827002915972845,8.871776983885491,3.234066683370944,3.048285596938363,2.8352992032369966,2.589609182381455,2.3367738539364895
 TBAL2,1.6897601316257178,2.8572255933849937,1.9423291799530065,1.7617260330031874,1.8576323899418767,2.3149034338364163,1.3466661540098053,1.1411668334037544,0.0,1.089245160534072,1.1721748861847463,1.1655393967372818,1.4363105642613185,1.5366848125517494,9.364862931021666,3.5127108366704904,10.547688244131065,7.359364930392736,4.225056890169545,6.515290499229692,2.689372912777171,1.8617067489830252,1.464237307538311,1.3093570811329045,20.229562658137752,9.526347575004332,67.75624244145634,15.196578353832647,4.064613745821241,2.538648362676492,2.359617034186415,2.638492134932478,4.009619823640514,4.513259574690995,1.6902335027607402,3.9945454603124215,5.157982386462158,3.0464287597639945,3.613120046659225,2.762988947865308,9.65985167680855,3.6899051820344684,3.3033909996522794,2.8685109767254238,2.5364376537928193,2.5382202354867083
 TBAL1,1.9814713733780427,4.438556773434482,2.6539860161884103,2.159449600719834,2.1820388290171175,2.450535801158249,1.2785532220191809,1.2754108398956563,1.089245160534072,0.0,1.207746561536649,1.1984938889806136,1.3345150361566525,1.3549625235389187,8.827690698506453,3.929492518208211,8.773913462828421,8.776989828834632,3.528767607699117,4.513247838333399,2.2855723095015277,1.69130590028488,1.3663081651531295,1.153772412168069,33.11202802922955,8.19090431676884,15.521207166301583,7.883530223380316,2.8711459583289614,2.0961269704693954,1.9986372021690455,2.2555774490457625,3.360928927368695,3.362904157987528,1.7343365518321703,3.379414129429491,5.4935858720431,2.9558353514331457,4.166296759161529,2.514694671262305,7.697877495201808,2.937847159218625,2.471393577320946,2.5461824355566796,2.275113329359152,2.579031563619549
